C_a,policy,seed,TP,TN,FP,FN,precision,recall,f1,auprc,cumulative_reward,cumulative_regret
10.0,LM_LinTS,46,55,85327,8,53,0.873015873015873,0.5092592592592593,0.6432748538011696,0.7145231671483784,-10109.02,9518.310000000001
10.0,LM_BootstrappedUCB,42,72,85330,5,36,0.935064935064935,0.6666666666666666,0.7783783783783784,0.6596647699273251,-5768.7300000000005,5178.02
10.0,LM_BootstrappedUCB,43,74,85327,8,34,0.9024390243902439,0.6851851851851852,0.7789473684210526,0.6705432004938066,-5472.96,4882.25
10.0,LM_BootstrappedUCB,44,75,85330,5,33,0.9375,0.6944444444444444,0.7978723404255319,0.6859456868713617,-5617.750000000001,5027.040000000001
10.0,LM_BootstrappedUCB,45,69,85330,5,39,0.9324324324324325,0.6388888888888888,0.7582417582417582,0.6347563825781797,-7529.86,6939.15
10.0,LM_BootstrappedUCB,46,73,85333,2,35,0.9733333333333334,0.6759259259259259,0.7978142076502733,0.6703086570014354,-6414.14,5823.43
10.0,LM_BootstrappedTS,42,72,85330,5,36,0.935064935064935,0.6666666666666666,0.7783783783783784,0.6464169507475532,-4214.82,3624.1099999999997
10.0,LM_BootstrappedTS,43,74,85329,6,34,0.925,0.6851851851851852,0.7872340425531915,0.6632043399764364,-5353.37,4762.66
10.0,LM_BootstrappedTS,44,77,85330,5,31,0.9390243902439024,0.7129629629629629,0.8105263157894737,0.6776120783522122,-5039.74,4449.03
10.0,LM_BootstrappedTS,45,69,85327,8,39,0.8961038961038961,0.6388888888888888,0.7459459459459459,0.6356066265862629,-7768.54,7177.83
10.0,LM_BootstrappedTS,46,70,85328,7,38,0.9090909090909091,0.6481481481481481,0.7567567567567568,0.6222844759665473,-7295.03,6704.32
10.0,LogisticRegression,,44,71801,13534,64,0.00324053616143762,0.4074074074074074,0.006429928393979249,0.7470716926962336,-136071.69999999998,135480.99
10.0,RandomForest,42,40,84909,426,68,0.08583690987124463,0.37037037037037035,0.13937282229965156,0.8265550880002713,-5190.9800000000005,4600.27
10.0,RandomForest,43,38,84893,442,70,0.07916666666666666,0.35185185185185186,0.1292517006802721,0.8212756300304096,-6438.670000000001,5847.960000000001
10.0,RandomForest,44,39,84912,423,69,0.08441558441558442,0.3611111111111111,0.1368421052631579,0.8224522167317802,-6247.97,5657.26
10.0,RandomForest,45,39,84883,452,69,0.07942973523421588,0.3611111111111111,0.1302170283806344,0.8227703166768275,-6537.97,5947.26
10.0,RandomForest,46,40,84873,462,68,0.0796812749003984,0.37037037037037035,0.13114754098360656,0.8182096793056296,-5550.9800000000005,4960.27
10.0,XGBoost,,37,85263,72,71,0.3394495412844037,0.3425925925925926,0.34101382488479265,0.7990362537074601,-3313.1800000000003,2722.4700000000003
20.0,CS_EpsilonGreedy,42,73,81033,4302,35,0.016685714285714286,0.6759259259259259,0.03256747713584653,0.7583592515210728,-90946.51999999999,89905.45999999999
20.0,CS_EpsilonGreedy,43,77,80978,4357,31,0.017365809652683806,0.7129629629629629,0.033905768383971815,0.7602967598572669,-91874.81999999999,90833.76
20.0,CS_EpsilonGreedy,44,78,81006,4329,30,0.017699115044247787,0.7222222222222222,0.03455149501661129,0.751849822028381,-92339.66,91298.6
20.0,CS_EpsilonGreedy,45,79,81124,4211,29,0.018414918414918414,0.7314814814814815,0.035925420645748066,0.7556301728212048,-89044.25,88003.19
20.0,CS_EpsilonGreedy,46,81,81103,4232,27,0.01878043125434732,0.75,0.036643293372540145,0.7551083030316034,-88878.36,87837.3
20.0,CS_LinUCB,42,83,85323,12,25,0.8736842105263158,0.7685185185185185,0.8177339901477831,0.7518149899868424,-4439.7,3398.64
20.0,CS_LinUCB,43,83,85323,12,25,0.8736842105263158,0.7685185185185185,0.8177339901477831,0.7518388389079199,-4439.7,3398.64
20.0,CS_LinUCB,44,83,85323,12,25,0.8736842105263158,0.7685185185185185,0.8177339901477831,0.7518388389079199,-4439.7,3398.64
20.0,CS_LinUCB,45,83,85323,12,25,0.8736842105263158,0.7685185185185185,0.8177339901477831,0.7518388389079199,-4439.7,3398.64
20.0,CS_LinUCB,46,83,85323,12,25,0.8736842105263158,0.7685185185185185,0.8177339901477831,0.7518388389079199,-4439.7,3398.64
20.0,CS_LinTS,42,83,85322,13,25,0.8645833333333334,0.7685185185185185,0.8137254901960784,0.7587941861041848,-4459.7,3418.64
20.0,CS_LinTS,43,83,85322,13,25,0.8645833333333334,0.7685185185185185,0.8137254901960784,0.7575288483860209,-4459.7,3418.64
