C_a,policy,seed,TP,TN,FP,FN,precision,recall,f1,auprc,cumulative_reward,cumulative_regret
20.0,CS_LinTS,44,83,85323,12,25,0.8736842105263158,0.7685185185185185,0.8177339901477831,0.7551749969278723,-4439.7,3398.64
20.0,CS_LinTS,45,83,85324,11,25,0.8829787234042553,0.7685185185185185,0.8217821782178217,0.7587499434910814,-4419.7,3378.64
20.0,CS_LinTS,46,83,85323,12,25,0.8736842105263158,0.7685185185185185,0.8177339901477831,0.7575027007496026,-4439.7,3398.64
20.0,CS_BootstrappedUCB,42,76,85329,6,32,0.926829268292683,0.7037037037037037,0.8000000000000002,0.7515357668309834,-5934.75,4893.6900000000005
20.0,CS_BootstrappedUCB,43,83,85325,10,25,0.8924731182795699,0.7685185185185185,0.8258706467661692,0.7537264091346035,-4399.7,3358.64
20.0,CS_BootstrappedUCB,44,50,85332,3,58,0.9433962264150944,0.46296296296296297,0.6211180124223602,0.7519796265945549,-9024.72,7983.66
20.0,CS_BootstrappedUCB,45,75,85332,3,33,0.9615384615384616,0.6944444444444444,0.8064516129032258,0.7505616266003466,-4807.01,3765.9500000000003
20.0,CS_BootstrappedUCB,46,83,85325,10,25,0.8924731182795699,0.7685185185185185,0.8258706467661692,0.75337157168598,-4399.7,3358.64
20.0,CS_BootstrappedTS,42,74,85325,10,34,0.8809523809523809,0.6851851851851852,0.7708333333333335,0.7494579508367415,-4850.19,3809.1299999999997
20.0,CS_BootstrappedTS,43,82,85327,8,26,0.9111111111111111,0.7592592592592593,0.8282828282828282,0.7520095808519508,-4379.599999999999,3338.5399999999995
20.0,CS_BootstrappedTS,44,83,85325,10,25,0.8924731182795699,0.7685185185185185,0.8258706467661692,0.7561043358483949,-4399.7,3358.64
20.0,CS_BootstrappedTS,45,78,85326,9,30,0.896551724137931,0.7222222222222222,0.7999999999999999,0.7534531525464914,-6177.31,5136.25
20.0,CS_BootstrappedTS,46,82,85325,10,26,0.8913043478260869,0.7592592592592593,0.8200000000000001,0.7570288043684082,-4419.599999999999,3378.5399999999995
20.0,LM_EpsilonGreedy,42,68,81092,4243,40,0.01577360241243331,0.6296296296296297,0.030776193708983934,0.5437671699724378,-94634.66999999998,93593.60999999999
20.0,LM_EpsilonGreedy,43,75,80954,4381,33,0.016831238779174147,0.6944444444444444,0.03286590709903593,0.49076724263037547,-94750.92,93709.86
20.0,LM_EpsilonGreedy,44,68,80990,4345,40,0.015409018808067075,0.6296296296296297,0.0300818403008184,0.5375801065232355,-93715.7,92674.64
20.0,LM_EpsilonGreedy,45,78,81173,4162,30,0.01839622641509434,0.7222222222222222,0.035878564857405704,0.5643510623398821,-88853.02,87811.96
20.0,LM_EpsilonGreedy,46,59,81113,4222,49,0.013781826676010278,0.5462962962962963,0.02688539530644794,0.5303163864054591,-92440.51000000001,91399.45000000001
20.0,LM_LinUCB,42,81,85317,18,27,0.8181818181818182,0.75,0.7826086956521738,0.7732316573031277,-4637.48,3596.4199999999996
20.0,LM_LinUCB,43,75,85318,17,33,0.8152173913043478,0.6944444444444444,0.7499999999999999,0.7398554740056542,-5254.7699999999995,4213.709999999999
20.0,LM_LinUCB,44,81,85314,21,27,0.7941176470588235,0.75,0.7714285714285715,0.7735736999357431,-4697.48,3656.4199999999996
20.0,LM_LinUCB,45,82,85315,20,26,0.803921568627451,0.7592592592592593,0.780952380952381,0.7766427431917476,-4696.72,3655.6600000000003
20.0,LM_LinUCB,46,77,85316,19,31,0.8020833333333334,0.7129629629629629,0.7549019607843137,0.7613292337833492,-5324.72,4283.66
20.0,LM_LinTS,42,75,85327,8,33,0.9036144578313253,0.6944444444444444,0.7853403141361257,0.741183434143485,-5905.69,4864.629999999999
20.0,LM_LinTS,43,61,85327,8,47,0.8840579710144928,0.5648148148148148,0.6892655367231638,0.6809056943193742,-10747.12,9706.060000000001
20.0,LM_LinTS,44,82,85319,16,26,0.8367346938775511,0.7592592592592593,0.796116504854369,0.7807195796861393,-4776.09,3735.03
20.0,LM_LinTS,45,81,85320,15,27,0.84375,0.75,0.7941176470588235,0.7897659871048368,-4774.84,3733.78
20.0,LM_LinTS,46,55,85327,8,53,0.873015873015873,0.5092592592592593,0.6432748538011696,0.7145231671483784,-10739.019999999999,9697.96
20.0,LM_BootstrappedUCB,42,72,85330,5,36,0.935064935064935,0.6666666666666666,0.7783783783783784,0.6596647699273251,-6538.7300000000005,5497.67
20.0,LM_BootstrappedUCB,43,74,85327,8,34,0.9024390243902439,0.6851851851851852,0.7789473684210526,0.6705432004938066,-6292.96,5251.9
20.0,LM_BootstrappedUCB,44,75,85330,5,33,0.9375,0.6944444444444444,0.7978723404255319,0.6859456868713617,-6417.749999999999,5376.689999999999
20.0,LM_BootstrappedUCB,45,69,85330,5,39,0.9324324324324325,0.6388888888888888,0.7582417582417582,0.6347563825781797,-8269.86,7228.800000000001
20.0,LM_BootstrappedUCB,46,73,85333,2,35,0.9733333333333334,0.6759259259259259,0.7978142076502733,0.6703086570014354,-7164.14,6123.08
20.0,LM_BootstrappedTS,42,72,85330,5,36,0.935064935064935,0.6666666666666666,0.7783783783783784,0.6464169507475532,-4984.820000000001,3943.7600000000007
20.0,LM_BootstrappedTS,43,74,85329,6,34,0.925,0.6851851851851852,0.7872340425531915,0.6632043399764364,-6153.37,5112.3099999999995
20.0,LM_BootstrappedTS,44,77,85330,5,31,0.9390243902439024,0.7129629629629629,0.8105263157894737,0.6776120783522122,-5859.74,4818.68
20.0,LM_BootstrappedTS,45,69,85327,8,39,0.8961038961038961,0.6388888888888888,0.7459459459459459,0.6356066265862629,-8538.539999999999,7497.48
20.0,LM_BootstrappedTS,46,70,85328,7,38,0.9090909090909091,0.6481481481481481,0.7567567567567568,0.6222844759665473,-8065.03,7023.969999999999
20.0,LogisticRegression,,41,76895,8440,67,0.004834335573635185,0.37962962962962965,0.009547095121667251,0.7470716926962336,-169952.1,168911.04
20.0,RandomForest,42,38,85157,178,70,0.17592592592592593,0.35185185185185186,0.23456790123456792,0.8265550880002713,-5958.670000000001,4917.610000000001
20.0,RandomForest,43,37,85151,184,71,0.167420814479638,0.3425925925925926,0.2249240121580547,0.8212756300304096,-6416.620000000001,5375.560000000001
20.0,RandomForest,44,37,85163,172,71,0.17703349282296652,0.3425925925925926,0.23343848580441645,0.8224522167317802,-6176.620000000001,5135.560000000001
20.0,RandomForest,45,38,85158,177,70,0.17674418604651163,0.35185185185185186,0.23529411764705882,0.8227703166768275,-5938.670000000001,4897.610000000001
20.0,RandomForest,46,38,85138,197,70,0.16170212765957448,0.35185185185185186,0.22157434402332363,0.8182096793056296,-6338.670000000001,5297.610000000001
20.0,XGBoost,,35,85298,37,73,0.4861111111111111,0.32407407407407407,0.3888888888888889,0.7990362537074601,-4308.18,3267.1200000000003
50.0,CS_EpsilonGreedy,42,52,81035,4300,56,0.011948529411764705,0.48148148148148145,0.023318385650224212,0.7585737507948368,-227155.79,224909.89
50.0,CS_EpsilonGreedy,43,65,80979,4356,43,0.01470255598280932,0.6018518518518519,0.028703908147493927,0.7597453346833424,-227270.88999999998,225024.99
50.0,CS_EpsilonGreedy,44,68,81011,4324,40,0.015482695810564663,0.6296296296296297,0.03022222222222222,0.7547086103780072,-225883.27999999997,223637.37999999998
50.0,CS_EpsilonGreedy,45,46,81133,4202,62,0.010828625235404897,0.42592592592592593,0.021120293847566574,0.7557388618576621,-220841.59000000003,218595.69000000003
50.0,CS_EpsilonGreedy,46,73,81111,4224,35,0.01698859669536886,0.6759259259259259,0.03314415437003405,0.7560446283029815,-219460.66999999998,217214.77
50.0,CS_LinUCB,42,80,85324,11,28,0.8791208791208791,0.7407407407407407,0.8040201005025126,0.7109771148998577,-8604.680000000002,6358.7800000000025
50.0,CS_LinUCB,43,80,85324,11,28,0.8791208791208791,0.7407407407407407,0.8040201005025126,0.7108647144703245,-8604.680000000002,6358.7800000000025
50.0,CS_LinUCB,44,80,85324,11,28,0.8791208791208791,0.7407407407407407,0.8040201005025126,0.7108647144703245,-8604.680000000002,6358.7800000000025
50.0,CS_LinUCB,45,80,85324,11,28,0.8791208791208791,0.7407407407407407,0.8040201005025126,0.7108647144703245,-8604.680000000002,6358.7800000000025
50.0,CS_LinUCB,46,80,85324,11,28,0.8791208791208791,0.7407407407407407,0.8040201005025126,0.7108647144703245,-8604.680000000002,6358.7800000000025
50.0,CS_LinTS,42,82,85324,11,26,0.8817204301075269,0.7592592592592593,0.8159203980099504,0.7530267838045548,-8524.7,6278.800000000001
50.0,CS_LinTS,43,83,85323,12,25,0.8736842105263158,0.7685185185185185,0.8177339901477831,0.7550508871587033,-7289.700000000001,5043.800000000001
50.0,CS_LinTS,44,72,85330,5,36,0.935064935064935,0.6666666666666666,0.7783783783783784,0.751163652758702,-9886.94,7641.040000000001
50.0,CS_LinTS,45,79,85327,8,29,0.9080459770114943,0.7314814814814815,0.8102564102564103,0.7530852693907273,-7353.79,5107.889999999999
50.0,CS_LinTS,46,78,85326,9,30,0.896551724137931,0.7222222222222222,0.7999999999999999,0.7524492413900077,-8595.56,6349.66
50.0,CS_BootstrappedUCB,42,49,85332,3,59,0.9423076923076923,0.4537037037037037,0.6125,0.7509751257533417,-12069.65,9823.75
50.0,CS_BootstrappedUCB,43,75,85332,3,33,0.9615384615384616,0.6944444444444444,0.8064516129032258,0.7520244783411089,-8432.010000000002,6186.110000000002
50.0,CS_BootstrappedUCB,44,49,85332,3,59,0.9423076923076923,0.4537037037037037,0.6125,0.7511968720185781,-12069.65,9823.75
50.0,CS_BootstrappedUCB,45,75,85332,3,33,0.9615384615384616,0.6944444444444444,0.8064516129032258,0.7510017818822925,-8432.010000000002,6186.110000000002
50.0,CS_BootstrappedUCB,46,81,85328,7,27,0.9204545454545454,0.75,0.826530612244898,0.7316402456181879,-8260.560000000001,6014.660000000002
50.0,CS_BootstrappedTS,42,54,85331,4,54,0.9310344827586207,0.5,0.6506024096385543,0.7513723963377585,-10008.900000000001,7763.000000000002
50.0,CS_BootstrappedTS,43,40,85334,1,68,0.975609756097561,0.37037037037037035,0.5369127516778524,0.75354611614747,-13763.49,11517.59
50.0,CS_BootstrappedTS,44,83,85325,10,25,0.8924731182795699,0.7685185185185185,0.8258706467661692,0.7522956634978474,-7189.700000000001,4943.800000000001
50.0,CS_BootstrappedTS,45,60,85332,3,48,0.9523809523809523,0.5555555555555556,0.7017543859649122,0.7514358867098088,-9375.76,7129.860000000001
50.0,CS_BootstrappedTS,46,73,85332,3,35,0.9605263157894737,0.6759259259259259,0.7934782608695653,0.7527410096921506,-9238.410000000002,6992.510000000002
50.0,LM_EpsilonGreedy,42,68,81092,4243,40,0.01577360241243331,0.6296296296296297,0.030776193708983934,0.5437671699724378,-223964.67,221718.77000000002
50.0,LM_EpsilonGreedy,43,75,80954,4381,33,0.016831238779174147,0.6944444444444444,0.03286590709903593,0.49076724263037547,-228430.91999999998,226185.02
50.0,LM_EpsilonGreedy,44,68,80990,4345,40,0.015409018808067075,0.6296296296296297,0.0300818403008184,0.5375801065232355,-226105.69999999998,223859.8
50.0,LM_EpsilonGreedy,45,78,81173,4162,30,0.01839622641509434,0.7222222222222222,0.035878564857405704,0.5643510623398821,-216053.02000000002,213807.12000000002
50.0,LM_EpsilonGreedy,46,59,81113,4222,49,0.013781826676010278,0.5462962962962963,0.02688539530644794,0.5303163864054591,-220870.51,218624.61000000002
50.0,LM_LinUCB,42,81,85317,18,27,0.8181818181818182,0.75,0.7826086956521738,0.7732316573031277,-7607.480000000001,5361.580000000002
50.0,LM_LinUCB,43,75,85318,17,33,0.8152173913043478,0.6944444444444444,0.7499999999999999,0.7398554740056542,-8014.7699999999995,5768.869999999999
50.0,LM_LinUCB,44,81,85314,21,27,0.7941176470588235,0.75,0.7714285714285715,0.7735736999357431,-7757.480000000001,5511.580000000002
50.0,LM_LinUCB,45,82,85315,20,26,0.803921568627451,0.7592592592592593,0.780952380952381,0.7766427431917476,-7756.720000000001,5510.8200000000015
50.0,LM_LinUCB,46,77,85316,19,31,0.8020833333333334,0.7129629629629629,0.7549019607843137,0.7613292337833492,-8204.720000000001,5958.8200000000015
50.0,LM_LinTS,42,75,85327,8,33,0.9036144578313253,0.6944444444444444,0.7853403141361257,0.741183434143485,-8395.69,6149.790000000001
50.0,LM_LinTS,43,61,85327,8,47,0.8840579710144928,0.5648148148148148,0.6892655367231638,0.6809056943193742,-12817.12,10571.220000000001
50.0,LM_LinTS,44,82,85319,16,26,0.8367346938775511,0.7592592592592593,0.796116504854369,0.7807195796861393,-7716.090000000001,5470.1900000000005
50.0,LM_LinTS,45,81,85320,15,27,0.84375,0.75,0.7941176470588235,0.7897659871048368,-7654.840000000001,5408.9400000000005
50.0,LM_LinTS,46,55,85327,8,53,0.873015873015873,0.5092592592592593,0.6432748538011696,0.7145231671483784,-12629.019999999999,10383.119999999999
50.0,LM_BootstrappedUCB,42,72,85330,5,36,0.935064935064935,0.6666666666666666,0.7783783783783784,0.6596647699273251,-8848.730000000001,6602.830000000002
50.0,LM_BootstrappedUCB,43,74,85327,8,34,0.9024390243902439,0.6851851851851852,0.7789473684210526,0.6705432004938066,-8752.960000000001,6507.060000000001
50.0,LM_BootstrappedUCB,44,75,85330,5,33,0.9375,0.6944444444444444,0.7978723404255319,0.6859456868713617,-8817.750000000002,6571.850000000002
50.0,LM_BootstrappedUCB,45,69,85330,5,39,0.9324324324324325,0.6388888888888888,0.7582417582417582,0.6347563825781797,-10489.859999999999,8243.96
50.0,LM_BootstrappedUCB,46,73,85333,2,35,0.9733333333333334,0.6759259259259259,0.7978142076502733,0.6703086570014354,-9414.140000000001,7168.240000000002
50.0,LM_BootstrappedTS,42,72,85330,5,36,0.935064935064935,0.6666666666666666,0.7783783783783784,0.6464169507475532,-7294.819999999999,5048.919999999998
50.0,LM_BootstrappedTS,43,74,85329,6,34,0.925,0.6851851851851852,0.7872340425531915,0.6632043399764364,-8553.37,6307.470000000001
50.0,LM_BootstrappedTS,44,77,85330,5,31,0.9390243902439024,0.7129629629629629,0.8105263157894737,0.6776120783522122,-8319.74,6073.84
50.0,LM_BootstrappedTS,45,69,85327,8,39,0.8961038961038961,0.6388888888888888,0.7459459459459459,0.6356066265862629,-10848.540000000003,8602.640000000003
50.0,LM_BootstrappedTS,46,70,85328,7,38,0.9090909090909091,0.6481481481481481,0.7567567567567568,0.6222844759665473,-10375.03,8129.130000000001
50.0,LogisticRegression,,33,81207,4128,75,0.007930785868781542,0.3055555555555556,0.015460295151089246,0.7470716926962336,-208841.52,206595.62
50.0,RandomForest,42,29,85297,38,79,0.43283582089552236,0.26851851851851855,0.3314285714285714,0.8265550880002713,-5885.089999999999,3639.189999999999
50.0,RandomForest,43,28,85297,38,80,0.42424242424242425,0.25925925925925924,0.3218390804597701,0.8212756300304096,-6469.389999999999,4223.49
50.0,RandomForest,44,28,85298,37,80,0.4307692307692308,0.25925925925925924,0.32369942196531787,0.8224522167317802,-6419.389999999999,4173.49
50.0,RandomForest,45,28,85292,43,80,0.39436619718309857,0.25925925925925924,0.3128491620111732,0.8227703166768275,-6719.389999999999,4473.49
50.0,RandomForest,46,28,85291,44,80,0.3888888888888889,0.25925925925925924,0.3111111111111111,0.8182096793056296,-6769.389999999999,4523.49
50.0,XGBoost,,29,85312,23,79,0.5576923076923077,0.26851851851851855,0.3625,0.7990362537074601,-5718.02,3472.1200000000003
